"Iteration","CL","CD","CSF","CMx","CMy","CMz","CFx","CFy","CFz","CL/CD","AoA","Custom_ObjFunc","Res_Flow[0]","Res_Flow[1]","Res_Flow[2]","Res_Flow[3]","Res_Flow[4]","Linear_Solver_Iterations","CFL_Number","Time(min)"
         159, 1.28864321e-01, 8.19810037e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 9.45034648e-03, 7.91503341e-02, 1.30622061e-01, 0.00000000e+00, 1.57188025e+00, 1.25000000e+00, 0.00000000e+00, -1.48528295e+00, 7.45739096e-01, 6.87987487e-01, 3.90539941e+00, 0.00000000e+00, 8.0000000000, 2.5731200154, 0.2469248000
         160, 1.29874867e-01, 8.18052007e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 9.87734152e-03, 7.89525280e-02, 1.31628531e-01, 0.00000000e+00, 1.58761137e+00, 1.25000000e+00, 0.00000000e+00, -1.48727980e+00, 7.44341432e-01, 6.84868200e-01, 3.90326362e+00, 0.00000000e+00, 8.0000000000, 2.5789988704, 0.2484334500
         161, 1.30864097e-01, 8.16351025e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.03016776e-02, 7.87608903e-02, 1.32613815e-01, 0.00000000e+00, 1.60303708e+00, 1.25000000e+00, 0.00000000e+00, -1.48928830e+00, 7.42933443e-01, 6.81951547e-01, 3.90113227e+00, 0.00000000e+00, 8.0000000000, 2.5849346843, 0.2499448000
         162, 1.31828403e-01, 8.14706709e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.07205891e-02, 7.85754616e-02, 1.33574304e-01, 0.00000000e+00, 1.61810872e+00, 1.25000000e+00, 0.00000000e+00, -1.49130533e+00, 7.41518876e-01, 6.79227821e-01, 3.89900788e+00, 0.00000000e+00, 8.0000000000, 2.5909189368, 0.2514665500
         163, 1.32764338e-01, 8.13118328e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.11313824e-02, 7.83962440e-02, 1.34506552e-01, 0.00000000e+00, 1.63278004e+00, 1.25000000e+00, 0.00000000e+00, -1.49332761e+00, 7.40101604e-01, 6.76685209e-01, 3.89689317e+00, 0.00000000e+00, 8.0000000000, 2.5969425315, 0.2530841167
         164, 1.33668645e-01, 8.11584817e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.15314567e-02, 7.82232021e-02, 1.35407298e-01, 0.00000000e+00, 1.64700771e+00, 1.25000000e+00, 0.00000000e+00, -1.49535178e+00, 7.38685581e-01, 6.74310136e-01, 3.89479104e+00, 0.00000000e+00, 8.0000000000, 2.6029958794, 0.2546207000
         165, 1.34538283e-01, 8.10104797e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.19183252e-02, 7.80562643e-02, 1.36273501e-01, 0.00000000e+00, 1.66075159e+00, 1.25000000e+00, 0.00000000e+00, -1.49737438e+00, 7.37274783e-01, 6.72087648e-01, 3.89270460e+00, 0.00000000e+00, 8.0000000000, 2.6090689922, 0.2561358000
         166, 1.35370451e-01, 8.08676589e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.22896344e-02, 7.78953238e-02, 1.37102355e-01, 0.00000000e+00, 1.67397514e+00, 1.25000000e+00, 0.00000000e+00, -1.49939196e+00, 7.35873139e-01, 6.70001793e-01, 3.89063706e+00, 0.00000000e+00, 8.0000000000, 2.6151515789, 0.2576340333
         167, 1.36162611e-01, 8.07298239e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.26431835e-02, 7.77402407e-02, 1.37891320e-01, 0.00000000e+00, 1.68664571e+00, 1.25000000e+00, 0.00000000e+00, -1.50140102e+00, 7.34484445e-01, 6.68036028e-01, 3.88859176e+00, 0.00000000e+00, 8.0000000000, 2.6212331527, 0.2591365500
         168, 1.36912510e-01, 8.05967539e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.29769416e-02, 7.75908434e-02, 1.38638137e-01, 0.00000000e+00, 1.69873479e+00, 1.25000000e+00, 0.00000000e+00, -1.50339815e+00, 7.33112299e-01, 6.66173594e-01, 3.88657208e+00, 0.00000000e+00, 8.0000000000, 2.6273031388, 0.2606483333
         169, 1.37618196e-01, 8.04682054e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.32890639e-02, 7.74469310e-02, 1.39340851e-01, 0.00000000e+00, 1.71021828e+00, 1.25000000e+00, 0.00000000e+00, -1.50537997e+00, 7.31760032e-01, 6.64397875e-01, 3.88458143e+00, 0.00000000e+00, 8.0000000000, 2.6333509822, 0.2621657500
         170, 1.38278038e-01, 8.03439142e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.35779061e-02, 7.73082750e-02, 1.39997825e-01, 0.00000000e+00, 1.72107669e+00, 1.25000000e+00, 0.00000000e+00, -1.50734326e+00, 7.30430631e-01, 6.62692733e-01, 3.88262317e+00, 0.00000000e+00, 8.0000000000, 2.6393662659, 0.2636715833
         171, 1.38890735e-01, 8.02236057e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.38420366e-02, 7.71746292e-02, 1.40607752e-01, 0.00000000e+00, 1.73129510e+00, 1.25000000e+00, 0.00000000e+00, -1.50928492e+00, 7.29126658e-01, 6.61042808e-01, 3.88070058e+00, 0.00000000e+00, 8.0000000000, 2.6453388256, 0.2652141500
         172, 1.39455329e-01, 8.01069896e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.40802474e-02, 7.70457244e-02, 1.41169667e-01, 0.00000000e+00, 1.74086343e+00, 1.25000000e+00, 0.00000000e+00, -1.51120202e+00, 7.27850204e-01, 6.59433777e-01, 3.87881683e+00, 0.00000000e+00, 8.0000000000, 2.6512588597, 0.2667199000
         173, 1.39971206e-01, 7.99937569e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.42915622e-02, 7.69212648e-02, 1.41682952e-01, 0.00000000e+00, 1.74977663e+00, 1.25000000e+00, 0.00000000e+00, -1.51309186e+00, 7.26602832e-01, 6.57852580e-01, 3.87697488e+00, 0.00000000e+00, 8.0000000000, 2.6571170338, 0.2682196333
         174, 1.40438108e-01, 7.98835864e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.44752425e-02, 7.68009351e-02, 1.42147339e-01, 0.00000000e+00, 1.75803459e+00, 1.25000000e+00, 0.00000000e+00, -1.51495197e+00, 7.25385538e-01, 6.56287601e-01, 3.87517748e+00, 0.00000000e+00, 8.0000000000, 2.6629045800, 0.2697440667
         175, 1.40856127e-01, 7.97761502e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.46307910e-02, 7.66844054e-02, 1.42562915e-01, 0.00000000e+00, 1.76564208e+00, 1.25000000e+00, 0.00000000e+00, -1.51678015e+00, 7.24198742e-01, 6.54728795e-01, 3.87342712e+00, 0.00000000e+00, 8.0000000000, 2.6686133913, 0.2712514333
         176, 1.41225705e-01, 7.96711170e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47579524e-02, 7.65713349e-02, 1.42930113e-01, 0.00000000e+00, 1.77260857e+00, 1.25000000e+00, 0.00000000e+00, -1.51857445e+00, 7.23042267e-01, 6.53167794e-01, 3.87172595e+00, 0.00000000e+00, 9.0000000000, 2.6742361043, 0.2728763667
         177, 1.41547624e-01, 7.95681557e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.48567116e-02, 7.64613755e-02, 1.43249710e-01, 0.00000000e+00, 1.77894816e+00, 1.25000000e+00, 0.00000000e+00, -1.52033325e+00, 7.21915334e-01, 6.51597959e-01, 3.87007579e+00, 0.00000000e+00, 9.0000000000, 2.6797661717, 0.2744728667
         178, 1.41823000e-01, 7.94669377e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.49272905e-02, 7.63541742e-02, 1.43522812e-01, 0.00000000e+00, 1.78467931e+00, 1.25000000e+00, 0.00000000e+00, -1.52205523e+00, 7.20816563e-01, 6.50014396e-01, 3.86847808e+00, 0.00000000e+00, 9.0000000000, 2.6851979196, 0.2761072000
         179, 1.42053263e-01, 7.93671392e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.49701413e-02, 7.62493764e-02, 1.43750843e-01, 0.00000000e+00, 1.78982466e+00, 1.25000000e+00, 0.00000000e+00, -1.52373936e+00, 7.19744014e-01, 6.48413942e-01, 3.86693386e+00, 0.00000000e+00, 9.0000000000, 2.6905265968, 0.2777285833
         180, 1.42240147e-01, 7.92684438e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.49859379e-02, 7.61466277e-02, 1.43935529e-01, 0.00000000e+00, 1.79441073e+00, 1.25000000e+00, 0.00000000e+00, -1.52538495e+00, 7.18695207e-01, 6.46795107e-01, 3.86544375e+00, 0.00000000e+00, 9.0000000000, 2.6957483954, 0.2793378167
         181, 1.42385663e-01, 7.91705444e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.49755649e-02, 7.60455771e-02, 1.44078875e-01, 0.00000000e+00, 1.79846765e+00, 1.25000000e+00, 0.00000000e+00, -1.52699161e+00, 7.17667158e-01, 6.45157994e-01, 3.86400792e+00, 0.00000000e+00, 9.0000000000, 2.7008604789, 0.2809530500
         182, 1.42492084e-01, 7.90731449e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.49401052e-02, 7.59458792e-02, 1.44183146e-01, 0.00000000e+00, 1.80202879e+00, 1.25000000e+00, 0.00000000e+00, -1.52855925e+00, 7.16656417e-01, 6.43504179e-01, 3.86262614e+00, 0.00000000e+00, 9.0000000000, 2.7058609750, 0.2825722333
         183, 1.42561913e-01, 7.89759622e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.48808251e-02, 7.58471963e-02, 1.44250839e-01, 0.00000000e+00, 1.80513043e+00, 1.25000000e+00, 0.00000000e+00, -1.53008809e+00, 7.15659117e-01, 6.41836579e-01, 3.86129770e+00, 0.00000000e+00, 9.0000000000, 2.7107489664, 0.2841815000
         184, 1.42597863e-01, 7.88787278e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.47991580e-02, 7.57492008e-02, 1.44284659e-01, 0.00000000e+00, 1.80781140e+00, 1.25000000e+00, 0.00000000e+00, -1.53157860e+00, 7.14671018e-01, 6.40159280e-01, 3.86002150e+00, 0.00000000e+00, 9.0000000000, 2.7155244565, 0.2858092667
         185, 1.42602825e-01, 7.87811892e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.46966866e-02, 7.56515771e-02, 1.44287492e-01, 0.00000000e+00, 1.81011262e+00, 1.25000000e+00, 0.00000000e+00, -1.53303154e+00, 7.13687540e-01, 6.38477361e-01, 3.85879602e+00, 0.00000000e+00, 9.0000000000, 2.7201883514, 0.2874315000
         186, 1.42579838e-01, 7.86831109e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.45751239e-02, 7.55540236e-02, 1.44262371e-01, 0.00000000e+00, 1.81207678e+00, 1.25000000e+00, 0.00000000e+00, -1.53444788e+00, 7.12703800e-01, 6.36796692e-01, 3.85761934e+00, 0.00000000e+00, 9.0000000000, 2.7247423724, 0.2890400667
         187, 1.42532062e-01, 7.85842756e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.44362937e-02, 7.54562541e-02, 1.44212450e-01, 0.00000000e+00, 1.81374786e+00, 1.25000000e+00, 0.00000000e+00, -1.53582879e+00, 7.11714668e-01, 6.35123727e-01, 3.85648922e+00, 0.00000000e+00, 9.0000000000, 2.7291890050, 0.2906583000
         188, 1.42462743e-01, 7.84844869e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.42821097e-02, 7.53580014e-02, 1.44140971e-01, 0.00000000e+00, 1.81517073e+00, 1.25000000e+00, 0.00000000e+00, -1.53717567e+00, 7.10714783e-01, 6.33465286e-01, 3.85540305e+00, 0.00000000e+00, 9.0000000000, 2.7335314285, 0.2922717500
         189, 1.42375186e-01, 7.83835722e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.41145545e-02, 7.52590207e-02, 1.44051233e-01, 0.00000000e+00, 1.81639063e+00, 1.25000000e+00, 0.00000000e+00, -1.53849003e+00, 7.09698597e-01, 6.31828342e-01, 3.85435796e+00, 0.00000000e+00, 9.0000000000, 2.7377734731, 0.2938945667
         190, 1.42272720e-01, 7.82813723e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.39356595e-02, 7.51590804e-02, 1.43946562e-01, 0.00000000e+00, 1.81745306e+00, 1.25000000e+00, 0.00000000e+00, -1.53977354e+00, 7.08660385e-01, 6.30219809e-01, 3.85335082e+00, 0.00000000e+00, 9.0000000000, 2.7419194480, 0.2954981667
         191, 1.42158668e-01, 7.81777456e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.37474831e-02, 7.50579664e-02, 1.43830277e-01, 0.00000000e+00, 1.81840327e+00, 1.25000000e+00, 0.00000000e+00, -1.54102793e+00, 7.07594270e-01, 6.28646344e-01, 3.85237828e+00, 0.00000000e+00, 9.0000000000, 2.7459741352, 0.2971551167
         192, 1.42036324e-01, 7.80725696e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.35520901e-02, 7.49554844e-02, 1.43705667e-01, 0.00000000e+00, 1.81928589e+00, 1.25000000e+00, 0.00000000e+00, -1.54225505e+00, 7.06494240e-01, 6.27114155e-01, 3.85143685e+00, 0.00000000e+00, 9.0000000000, 2.7499426722, 0.2987734000
         193, 1.41908917e-01, 7.79657419e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.33515322e-02, 7.48514615e-02, 1.43575960e-01, 0.00000000e+00, 1.82014450e+00, 1.25000000e+00, 0.00000000e+00, -1.54345678e+00, 7.05354168e-01, 6.25628845e-01, 3.85052292e+00, 0.00000000e+00, 9.0000000000, 2.7538304703, 0.3003753500
         194, 1.41779589e-01, 7.78571794e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.31478286e-02, 7.47457461e-02, 1.43444294e-01, 0.00000000e+00, 1.82102138e+00, 1.25000000e+00, 0.00000000e+00, -1.54463500e+00, 7.04167820e-01, 6.24195264e-01, 3.84963278e+00, 0.00000000e+00, 9.0000000000, 2.7576431357, 0.3020186667
         195, 1.41651370e-01, 7.77468183e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.29429482e-02, 7.46382083e-02, 1.43313699e-01, 0.00000000e+00, 1.82195713e+00, 1.25000000e+00, 0.00000000e+00, -1.54579160e+00, 7.02928872e-01, 6.22817401e-01, 3.84876272e+00, 0.00000000e+00, 9.0000000000, 2.7613863429, 0.3036318167
         196, 1.41527155e-01, 7.76346129e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.27387925e-02, 7.45287393e-02, 1.43187066e-01, 0.00000000e+00, 1.82299041e+00, 1.25000000e+00, 0.00000000e+00, -1.54692846e+00, 7.01630920e-01, 6.21498298e-01, 3.84790901e+00, 0.00000000e+00, 9.0000000000, 2.7650658243, 0.3052388667
         197, 1.41409683e-01, 7.75205346e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.25371806e-02, 7.44172508e-02, 1.43067133e-01, 0.00000000e+00, 1.82415774e+00, 1.25000000e+00, 0.00000000e+00, -1.54804742e+00, 7.00267499e-01, 6.20240005e-01, 3.84706798e+00, 0.00000000e+00, 9.0000000000, 2.7686872844, 0.3068435000
         198, 1.41301519e-01, 7.74045710e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.23398349e-02, 7.43036745e-02, 1.42956465e-01, 0.00000000e+00, 1.82549321e+00, 1.25000000e+00, 0.00000000e+00, -1.54915025e+00, 6.98832095e-01, 6.19043557e-01, 3.84623605e+00, 0.00000000e+00, 9.0000000000, 2.7722563406, 0.3084558333
         199, 1.41205038e-01, 7.72867249e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.21483693e-02, 7.41879611e-02, 1.42857436e-01, 0.00000000e+00, 1.82702835e+00, 1.25000000e+00, 0.00000000e+00, -1.55023864e+00, 6.97318168e-01, 6.17908984e-01, 3.84540974e+00, 0.00000000e+00, 9.0000000000, 2.7757784409, 0.3100757833
         200, 1.41122413e-01, 7.71670127e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.19642783e-02, 7.40700798e-02, 1.42772219e-01, 0.00000000e+00, 1.82879196e+00, 1.25000000e+00, 0.00000000e+00, -1.55131423e+00, 6.95719172e-01, 6.16835350e-01, 3.84458573e+00, 0.00000000e+00, 9.0000000000, 2.7792588328, 0.3117147333
         201, 1.41055603e-01, 7.70454633e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.17889279e-02, 7.39500168e-02, 1.42702774e-01, 0.00000000e+00, 1.83080998e+00, 1.25000000e+00, 0.00000000e+00, -1.55237855e+00, 6.94028584e-01, 6.15820818e-01, 3.84376085e+00, 0.00000000e+00, 9.0000000000, 2.7827025693, 0.3133400000
         202, 1.41006349e-01, 7.69221172e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.16235492e-02, 7.38277745e-02, 1.42650841e-01, 0.00000000e+00, 1.83310541e+00, 1.25000000e+00, 0.00000000e+00, -1.55343306e+00, 6.92239930e-01, 6.14862729e-01, 3.84293215e+00, 0.00000000e+00, 9.0000000000, 2.7861144402, 0.3149445667
         203, 1.40976163e-01, 7.67970248e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.14692326e-02, 7.37033704e-02, 1.42617933e-01, 0.00000000e+00, 1.83569824e+00, 1.25000000e+00, 0.00000000e+00, -1.55447908e+00, 6.90346815e-01, 6.13957703e-01, 3.84209686e+00, 0.00000000e+00, 9.0000000000, 2.7894989505, 0.3166209667
         204, 1.40966330e-01, 7.66702457e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.13269247e-02, 7.35768360e-02, 1.42605337e-01, 0.00000000e+00, 1.83860544e+00, 1.25000000e+00, 0.00000000e+00, -1.55551787e+00, 6.88342964e-01, 6.13101749e-01, 3.84125246e+00, 0.00000000e+00, 9.0000000000, 2.7928603034, 0.3182257833
         205, 1.40977907e-01, 7.65418469e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.11974262e-02, 7.34482152e-02, 1.42614109e-01, 0.00000000e+00, 1.84184093e+00, 1.25000000e+00, 0.00000000e+00, -1.55655056e+00, 6.86222252e-01, 6.12290379e-01, 3.84039665e+00, 0.00000000e+00, 9.0000000000, 2.7962024264, 0.3198616000
         206, 1.41011722e-01, 7.64119020e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.10813919e-02, 7.33175635e-02, 1.42645082e-01, 0.00000000e+00, 1.84541568e+00, 1.25000000e+00, 0.00000000e+00, -1.55757821e+00, 6.83978743e-01, 6.11518728e-01, 3.83952739e+00, 0.00000000e+00, 9.0000000000, 2.7995289072, 0.3214620500
         207, 1.41068383e-01, 7.62804901e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.09793327e-02, 7.31849468e-02, 1.42698863e-01, 0.00000000e+00, 1.84933766e+00, 1.25000000e+00, 0.00000000e+00, -1.55860176e+00, 6.81606752e-01, 6.10781673e-01, 3.83864284e+00, 0.00000000e+00, 9.0000000000, 2.8028430587, 0.3231019500
         208, 1.41148283e-01, 7.61476944e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.08916177e-02, 7.30504398e-02, 1.42775846e-01, 0.00000000e+00, 1.85361203e+00, 1.25000000e+00, 0.00000000e+00, -1.55962207e+00, 6.79100873e-01, 6.10073942e-01, 3.83774147e+00, 0.00000000e+00, 9.0000000000, 2.8061478961, 0.3247004000
         209, 1.41251605e-01, 7.60136015e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.08184798e-02, 7.29141248e-02, 1.42876219e-01, 0.00000000e+00, 1.85824119e+00, 1.25000000e+00, 0.00000000e+00, -1.56063990e+00, 6.76456015e-01, 6.09390210e-01, 3.83682196e+00, 0.00000000e+00, 9.0000000000, 2.8094461306, 0.3263147833
         210, 1.41378338e-01, 7.58783003e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.07600203e-02, 7.27760911e-02, 1.42999970e-01, 0.00000000e+00, 1.86322489e+00, 1.25000000e+00, 0.00000000e+00, -1.56165591e+00, 6.73667454e-01, 6.08725199e-01, 3.83588324e+00, 0.00000000e+00, 9.0000000000, 2.8127402167, 0.3279232667
         211, 1.41528283e-01, 7.57418810e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.07162165e-02, 7.26364332e-02, 1.43146903e-01, 0.00000000e+00, 1.86856044e+00, 1.25000000e+00, 0.00000000e+00, -1.56267071e+00, 6.70730874e-01, 6.08073760e-01, 3.83492449e+00, 0.00000000e+00, 9.0000000000, 2.8160322888, 0.3295278667
         212, 1.41701068e-01, 7.56044343e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.06869293e-02, 7.24952500e-02, 1.43316650e-01, 0.00000000e+00, 1.87424282e+00, 1.25000000e+00, 0.00000000e+00, -1.56368481e+00, 6.67642410e-01, 6.07430938e-01, 3.83394509e+00, 0.00000000e+00, 9.0000000000, 2.8193242646, 0.3311407500
         213, 1.41896165e-01, 7.54660508e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.06719118e-02, 7.23526434e-02, 1.43508681e-01, 0.00000000e+00, 1.88026488e+00, 1.25000000e+00, 0.00000000e+00, -1.56469867e+00, 6.64398699e-01, 6.06792032e-01, 3.83294468e+00, 0.00000000e+00, 9.0000000000, 2.8226178290, 0.3327443333
         214, 1.42112898e-01, 7.53268203e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.06708185e-02, 7.22087181e-02, 1.43722325e-01, 0.00000000e+00, 1.88661751e+00, 1.25000000e+00, 0.00000000e+00, -1.56571267e+00, 6.60996910e-01, 6.06152636e-01, 3.83192307e+00, 0.00000000e+00, 9.0000000000, 2.8259144428, 0.3343479667
         215, 1.42350463e-01, 7.51868310e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.06832155e-02, 7.20635796e-02, 1.43956779e-01, 0.00000000e+00, 1.89328984e+00, 1.25000000e+00, 0.00000000e+00, -1.56672714e+00, 6.57434784e-01, 6.05508673e-01, 3.83088030e+00, 0.00000000e+00, 9.0000000000, 2.8292153860, 0.3359822667
         216, 1.42607942e-01, 7.50461691e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.07085901e-02, 7.19173342e-02, 1.44211129e-01, 0.00000000e+00, 1.90026945e+00, 1.25000000e+00, 0.00000000e+00, -1.56774232e+00, 6.53710673e-01, 6.04856427e-01, 3.82981660e+00, 0.00000000e+00, 9.0000000000, 2.8325216769, 0.3375844333
         217, 1.42884320e-01, 7.49049183e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.07463615e-02, 7.17700879e-02, 1.44484360e-01, 0.00000000e+00, 1.90754257e+00, 1.25000000e+00, 0.00000000e+00, -1.56875846e+00, 6.49823574e-01, 6.04192551e-01, 3.82873235e+00, 0.00000000e+00, 9.0000000000, 2.8358341965, 0.3392060333
         218, 1.43178499e-01, 7.47631595e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.07958913e-02, 7.16219455e-02, 1.44775376e-01, 0.00000000e+00, 1.91509427e+00, 1.25000000e+00, 0.00000000e+00, -1.56977571e+00, 6.45773160e-01, 6.03514082e-01, 3.82762811e+00, 0.00000000e+00, 9.0000000000, 2.8391536952, 0.3408090333
         219, 1.43489312e-01, 7.46209708e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.08564941e-02, 7.14730102e-02, 1.45083014e-01, 0.00000000e+00, 1.92290868e+00, 1.25000000e+00, 0.00000000e+00, -1.57079418e+00, 6.41559808e-01, 6.02818443e-01, 3.82650460e+00, 0.00000000e+00, 9.0000000000, 2.8424807163, 0.3424178500
         220, 1.43815544e-01, 7.44784267e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.09274469e-02, 7.13233833e-02, 1.45406059e-01, 0.00000000e+00, 1.93096915e+00, 1.25000000e+00, 0.00000000e+00, -1.57181397e+00, 6.37184632e-01, 6.02103444e-01, 3.82536265e+00, 0.00000000e+00, 9.0000000000, 2.8458156512, 0.3440211500
         221, 1.44155940e-01, 7.43355981e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.10079994e-02, 7.11731630e-02, 1.45743257e-01, 0.00000000e+00, 1.93925849e+00, 1.25000000e+00, 0.00000000e+00, -1.57283512e+00, 6.32649498e-01, 6.01367274e-01, 3.82420320e+00, 0.00000000e+00, 9.0000000000, 2.8491588140, 0.3456724000
         222, 1.44509220e-01, 7.41925526e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.10973832e-02, 7.10224448e-02, 1.46093333e-01, 0.00000000e+00, 1.94775911e+00, 1.25000000e+00, 0.00000000e+00, -1.57385768e+00, 6.27957045e-01, 6.00608498e-01, 3.82302732e+00, 0.00000000e+00, 9.0000000000, 2.8525104012, 0.3472890167
         223, 1.44874095e-01, 7.40493540e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.11948207e-02, 7.08713206e-02, 1.46454997e-01, 0.00000000e+00, 1.95645319e+00, 1.25000000e+00, 0.00000000e+00, -1.57488164e+00, 6.23110702e-01, 5.99826049e-01, 3.82183614e+00, 0.00000000e+00, 9.0000000000, 2.8558705312, 0.3489011833
         224, 1.45249275e-01, 7.39060625e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.12995330e-02, 7.07198786e-02, 1.46826962e-01, 0.00000000e+00, 1.96532288e+00, 1.25000000e+00, 0.00000000e+00, -1.57590695e+00, 6.18114697e-01, 5.99019222e-01, 3.82063089e+00, 0.00000000e+00, 9.0000000000, 2.8592392221, 0.3505183333
         225, 1.45633484e-01, 7.37627346e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.14107479e-02, 7.05682033e-02, 1.47207953e-01, 0.00000000e+00, 1.97435039e+00, 1.25000000e+00, 0.00000000e+00, -1.57693360e+00, 6.12974059e-01, 5.98187660e-01, 3.81941282e+00, 0.00000000e+00, 9.0000000000, 2.8626163789, 0.3521294500
         226, 1.46025464e-01, 7.36194233e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.15277057e-02, 7.04163751e-02, 1.47596713e-01, 0.00000000e+00, 1.98351818e+00, 1.25000000e+00, 0.00000000e+00, -1.57796153e+00, 6.07694630e-01, 5.97331340e-01, 3.81818324e+00, 0.00000000e+00, 9.0000000000, 2.8660019153, 0.3537511333
         227, 1.46423989e-01, 7.34761780e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.16496658e-02, 7.02644702e-02, 1.47992019e-01, 0.00000000e+00, 1.99280901e+00, 1.25000000e+00, 0.00000000e+00, -1.57899066e+00, 6.02283059e-01, 5.96450569e-01, 3.81694348e+00, 0.00000000e+00, 9.0000000000, 2.8693956805, 0.3553661333
         228, 1.46827869e-01, 7.33330449e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.17759118e-02, 7.01125606e-02, 1.48392680e-01, 0.00000000e+00, 2.00220609e+00, 1.25000000e+00, 0.00000000e+00, -1.58002093e+00, 5.96746779e-01, 5.95545971e-01, 3.81569489e+00, 0.00000000e+00, 9.0000000000, 2.8727974460, 0.3569814833
