"Iteration","CL","CD","CSF","CMx","CMy","CMz","CFx","CFy","CFz","CL/CD","AoA","Custom_ObjFunc","Res_Flow[0]","Res_Flow[1]","Res_Flow[2]","Res_Flow[3]","Res_Flow[4]","Linear_Solver_Iterations","CFL_Number","Time(min)"
         324, 1.64736471e-01, 6.07586358e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.67220612e-02, 5.71504698e-02, 1.66022711e-01, 0.00000000e+00, 2.71132603e+00, 1.25000000e+00, 0.00000000e+00, -1.69520878e+00, 4.39937813e-01, 5.67534331e-01, 3.68993777e+00, 0.00000000e+00, 9.0000000000, 3.2765964277, 0.5140724333
         325, 1.64835626e-01, 6.06279174e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.67461875e-02, 5.70176193e-02, 1.66118990e-01, 0.00000000e+00, 2.71880732e+00, 1.25000000e+00, 0.00000000e+00, -1.69724420e+00, 4.43363327e-01, 5.66960838e-01, 3.68831327e+00, 0.00000000e+00, 9.0000000000, 3.2840825279, 0.5156862667
         326, 1.64936167e-01, 6.04974101e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.67712913e-02, 5.68849498e-02, 1.66216660e-01, 0.00000000e+00, 2.72633434e+00, 1.25000000e+00, 0.00000000e+00, -1.69933468e+00, 4.46763289e-01, 5.66303734e-01, 3.68665784e+00, 0.00000000e+00, 9.0000000000, 3.2917873791, 0.5173345667
         327, 1.65038039e-01, 6.03671293e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.67973400e-02, 5.67524777e-02, 1.66315666e-01, 0.00000000e+00, 2.73390570e+00, 1.25000000e+00, 0.00000000e+00, -1.70148225e+00, 4.50131041e-01, 5.65558876e-01, 3.68496936e+00, 0.00000000e+00, 9.0000000000, 3.2997194419, 0.5189582667
         328, 1.65141188e-01, 6.02370889e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.68242994e-02, 5.66202181e-02, 1.66415954e-01, 0.00000000e+00, 2.74152007e+00, 1.25000000e+00, 0.00000000e+00, -1.70368897e+00, 4.53460123e-01, 5.64722135e-01, 3.68324563e+00, 0.00000000e+00, 9.0000000000, 3.3078880215, 0.5205712667
         329, 1.65245559e-01, 6.01073015e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.68521337e-02, 5.64881847e-02, 1.66517469e-01, 0.00000000e+00, 2.74917614e+00, 1.25000000e+00, 0.00000000e+00, -1.70595691e+00, 4.56744286e-01, 5.63789401e-01, 3.68148441e+00, 0.00000000e+00, 9.0000000000, 3.3163026636, 0.5222421500
         330, 1.65351097e-01, 5.99777780e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.68808060e-02, 5.63563898e-02, 1.66620157e-01, 0.00000000e+00, 2.75687268e+00, 1.25000000e+00, 0.00000000e+00, -1.70828817e+00, 4.59977482e-01, 5.62756576e-01, 3.67968336e+00, 0.00000000e+00, 9.0000000000, 3.3249730434, 0.5238733833
         331, 1.65457751e-01, 5.98485279e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.69102785e-02, 5.62248437e-02, 1.66723965e-01, 0.00000000e+00, 2.76460853e+00, 1.25000000e+00, 0.00000000e+00, -1.71068487e+00, 4.63153870e-01, 5.61619587e-01, 3.67784012e+00, 0.00000000e+00, 9.0000000000, 3.3339091354, 0.5254775333
         332, 1.65565468e-01, 5.97195589e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.69405128e-02, 5.60935556e-02, 1.66828843e-01, 0.00000000e+00, 2.77238263e+00, 1.25000000e+00, 0.00000000e+00, -1.71314916e+00, 4.66267811e-01, 5.60374383e-01, 3.67595225e+00, 0.00000000e+00, 9.0000000000, 3.3431211128, 0.5270868167
         333, 1.65674201e-01, 5.95908772e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.69714704e-02, 5.59625325e-02, 1.66934743e-01, 0.00000000e+00, 2.78019403e+00, 1.25000000e+00, 0.00000000e+00, -1.71568358e+00, 4.69313858e-01, 5.59016947e-01, 3.67401694e+00, 0.00000000e+00, 9.0000000000, 3.3526193880, 0.5286976167
         334, 1.65783905e-01, 5.94624871e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.70031127e-02, 5.58317799e-02, 1.67041620e-01, 0.00000000e+00, 2.78804188e+00, 1.25000000e+00, 0.00000000e+00, -1.71828988e+00, 4.72286750e-01, 5.57543291e-01, 3.67203198e+00, 0.00000000e+00, 9.0000000000, 3.3624161575, 0.5303022500
         335, 1.65894538e-01, 5.93343914e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.70354015e-02, 5.57013012e-02, 1.67149433e-01, 0.00000000e+00, 2.79592550e+00, 1.25000000e+00, 0.00000000e+00, -1.72097026e+00, 4.75181423e-01, 5.55949452e-01, 3.66999477e+00, 0.00000000e+00, 9.0000000000, 3.3725206141, 0.5319176333
         336, 1.66006065e-01, 5.92065911e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.70682993e-02, 5.55710983e-02, 1.67258145e-01, 0.00000000e+00, 2.80384433e+00, 1.25000000e+00, 0.00000000e+00, -1.72372697e+00, 4.77992988e-01, 5.54231498e-01, 3.66790263e+00, 0.00000000e+00, 9.0000000000, 3.3829439758, 0.5335299667
         337, 1.66118453e-01, 5.90790853e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.71017695e-02, 5.54411711e-02, 1.67367725e-01, 0.00000000e+00, 2.81179798e+00, 1.25000000e+00, 0.00000000e+00, -1.72656234e+00, 4.80716722e-01, 5.52385529e-01, 3.66575278e+00, 0.00000000e+00, 9.0000000000, 3.3936977480, 0.5351445833
         338, 1.66231675e-01, 5.89518714e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.71357766e-02, 5.53115176e-02, 1.67478145e-01, 0.00000000e+00, 2.81978623e+00, 1.25000000e+00, 0.00000000e+00, -1.72947879e+00, 4.83348060e-01, 5.50407679e-01, 3.66354233e+00, 0.00000000e+00, 9.0000000000, 3.4047940373, 0.5367525500
         339, 1.66345711e-01, 5.88249452e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.71702866e-02, 5.51821339e-02, 1.67589384e-01, 0.00000000e+00, 2.82780902e+00, 1.25000000e+00, 0.00000000e+00, -1.73247823e+00, 4.85882584e-01, 5.48294104e-01, 3.66126877e+00, 0.00000000e+00, 9.0000000000, 3.4162454827, 0.5383760500
         340, 1.66460543e-01, 5.86983004e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.72052670e-02, 5.50530142e-02, 1.67701427e-01, 0.00000000e+00, 2.83586649e+00, 1.25000000e+00, 0.00000000e+00, -1.73556294e+00, 4.88316037e-01, 5.46040978e-01, 3.65892926e+00, 0.00000000e+00, 10.0000000000, 3.4280629620, 0.5400863167
         341, 1.66576164e-01, 5.85719293e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.72406872e-02, 5.49241509e-02, 1.67814263e-01, 0.00000000e+00, 2.84395897e+00, 1.25000000e+00, 0.00000000e+00, -1.73873521e+00, 4.90644295e-01, 5.43644496e-01, 3.65652091e+00, 0.00000000e+00, 10.0000000000, 3.4402590442, 0.5418184667
         342, 1.66692568e-01, 5.84458223e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.72765187e-02, 5.47955345e-02, 1.67927889e-01, 0.00000000e+00, 2.85208697e+00, 1.25000000e+00, 0.00000000e+00, -1.74199732e+00, 4.92863353e-01, 5.41100872e-01, 3.65404084e+00, 0.00000000e+00, 10.0000000000, 3.4528465596, 0.5435236000
         343, 1.66809761e-01, 5.83199682e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.73127354e-02, 5.46671539e-02, 1.68042308e-01, 0.00000000e+00, 2.86025124e+00, 1.25000000e+00, 0.00000000e+00, -1.74535157e+00, 4.94969326e-01, 5.38406338e-01, 3.65148609e+00, 0.00000000e+00, 10.0000000000, 3.4658386139, 0.5452335333
         344, 1.66927753e-01, 5.81943576e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.73493132e-02, 5.45389992e-02, 1.68157532e-01, 0.00000000e+00, 2.86845254e+00, 1.25000000e+00, 0.00000000e+00, -1.74880026e+00, 4.96958438e-01, 5.35557131e-01, 3.64885370e+00, 0.00000000e+00, 10.0000000000, 3.4792486029, 0.5469454667
         345, 1.67046559e-01, 5.80689759e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.73862312e-02, 5.44110555e-02, 1.68273575e-01, 0.00000000e+00, 2.87669202e+00, 1.25000000e+00, 0.00000000e+00, -1.75234569e+00, 4.98827020e-01, 5.32549486e-01, 3.64614067e+00, 0.00000000e+00, 10.0000000000, 3.4930902408, 0.5486704500
         346, 1.67166205e-01, 5.79438058e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.74234706e-02, 5.42833052e-02, 1.68390461e-01, 0.00000000e+00, 2.88497109e+00, 1.25000000e+00, 0.00000000e+00, -1.75599016e+00, 5.00571489e-01, 5.29379632e-01, 3.64334396e+00, 0.00000000e+00, 10.0000000000, 3.5073775597, 0.5504240667
         347, 1.67286719e-01, 5.78188285e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.74610158e-02, 5.41557286e-02, 1.68508220e-01, 0.00000000e+00, 2.89329139e+00, 1.25000000e+00, 0.00000000e+00, -1.75973598e+00, 5.02188348e-01, 5.26043787e-01, 3.64046052e+00, 0.00000000e+00, 10.0000000000, 3.5221249143, 0.5521332833
         348, 1.67408140e-01, 5.76940239e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.74988537e-02, 5.40283049e-02, 1.68626890e-01, 0.00000000e+00, 2.90165478e+00, 1.25000000e+00, 0.00000000e+00, -1.76358570e+00, 5.03674178e-01, 5.22538153e-01, 3.63748707e+00, 0.00000000e+00, 10.0000000000, 3.5373469869, 0.5538510333
         349, 1.67530514e-01, 5.75693706e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.75369742e-02, 5.39010118e-02, 1.68746515e-01, 0.00000000e+00, 2.91006332e+00, 1.25000000e+00, 0.00000000e+00, -1.76754151e+00, 5.05025627e-01, 5.18858893e-01, 3.63442061e+00, 0.00000000e+00, 10.0000000000, 3.5530598747, 0.5555510167
         350, 1.67653890e-01, 5.74448463e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.75753701e-02, 5.37738256e-02, 1.68867146e-01, 0.00000000e+00, 2.91851926e+00, 1.25000000e+00, 0.00000000e+00, -1.77160558e+00, 5.06239400e-01, 5.15002152e-01, 3.63125809e+00, 0.00000000e+00, 10.0000000000, 3.5692784614, 0.5572646500
         351, 1.67778329e-01, 5.73204274e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.76140372e-02, 5.36467217e-02, 1.68988841e-01, 0.00000000e+00, 2.92702509e+00, 1.25000000e+00, 0.00000000e+00, -1.77578107e+00, 5.07312248e-01, 5.10964058e-01, 3.62799569e+00, 0.00000000e+00, 10.0000000000, 3.5860179949, 0.5589725333
         352, 1.67903895e-01, 5.71960892e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.76529745e-02, 5.35196739e-02, 1.69111665e-01, 0.00000000e+00, 2.93558349e+00, 1.25000000e+00, 0.00000000e+00, -1.78006919e+00, 5.08240967e-01, 5.06740676e-01, 3.62463105e+00, 0.00000000e+00, 10.0000000000, 3.6032982221, 0.5607208167
         353, 1.68030661e-01, 5.70718060e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.76921840e-02, 5.33926549e-02, 1.69235689e-01, 0.00000000e+00, 2.94419737e+00, 1.25000000e+00, 0.00000000e+00, -1.78447242e+00, 5.09022387e-01, 5.02328023e-01, 3.62116079e+00, 0.00000000e+00, 10.0000000000, 3.6211312747, 0.5624698167
         354, 1.68158704e-01, 5.69475511e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.77316709e-02, 5.32656364e-02, 1.69360991e-01, 0.00000000e+00, 2.95286981e+00, 1.25000000e+00, 0.00000000e+00, -1.78899317e+00, 5.09653368e-01, 4.97722078e-01, 3.61758157e+00, 0.00000000e+00, 10.0000000000, 3.6395348831, 0.5641777500
         355, 1.68288110e-01, 5.68232970e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.77714434e-02, 5.31385888e-02, 1.69487656e-01, 0.00000000e+00, 2.96160411e+00, 1.25000000e+00, 0.00000000e+00, -1.79363318e+00, 5.10130786e-01, 4.92918742e-01, 3.61389049e+00, 0.00000000e+00, 10.0000000000, 3.6585269420, 0.5658916500
         356, 1.68418968e-01, 5.66990151e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.78115127e-02, 5.30114818e-02, 1.69615771e-01, 0.00000000e+00, 2.97040376e+00, 1.25000000e+00, 0.00000000e+00, -1.79839469e+00, 5.10451537e-01, 4.87913817e-01, 3.61008425e+00, 0.00000000e+00, 10.0000000000, 3.6781231271, 0.5676183000
         357, 1.68551372e-01, 5.65746760e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.78518923e-02, 5.28842839e-02, 1.69745432e-01, 0.00000000e+00, 2.97927243e+00, 1.25000000e+00, 0.00000000e+00, -1.80327987e+00, 5.10612519e-01, 4.82703039e-01, 3.60615959e+00, 0.00000000e+00, 10.0000000000, 3.6983415892, 0.5693294667
         358, 1.68685421e-01, 5.64502495e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.78925976e-02, 5.27569628e-02, 1.69876735e-01, 0.00000000e+00, 2.98821392e+00, 1.25000000e+00, 0.00000000e+00, -1.80829069e+00, 5.10610619e-01, 4.77282081e-01, 3.60211333e+00, 0.00000000e+00, 10.0000000000, 3.7192006715, 0.5710289000
         359, 1.68821216e-01, 5.63257045e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.79336460e-02, 5.26294851e-02, 1.70009779e-01, 0.00000000e+00, 2.99723220e+00, 1.25000000e+00, 0.00000000e+00, -1.81342912e+00, 5.10442719e-01, 4.71646516e-01, 3.59794222e+00, 0.00000000e+00, 10.0000000000, 3.7407184122, 0.5727337000
         360, 1.68958858e-01, 5.62010093e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.79750563e-02, 5.25018169e-02, 1.70144668e-01, 0.00000000e+00, 3.00633137e+00, 1.25000000e+00, 0.00000000e+00, -1.81869711e+00, 5.10105679e-01, 4.65791827e-01, 3.59364304e+00, 0.00000000e+00, 10.0000000000, 3.7629134830, 0.5744486000
         361, 1.69098452e-01, 5.60761315e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.80168485e-02, 5.23739236e-02, 1.70281505e-01, 0.00000000e+00, 3.01551564e+00, 1.25000000e+00, 0.00000000e+00, -1.82409653e+00, 5.09596329e-01, 4.59713394e-01, 3.58921251e+00, 0.00000000e+00, 10.0000000000, 3.7858048847, 0.5761771667
         362, 1.69240103e-01, 5.59510382e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.80590437e-02, 5.22457700e-02, 1.70420394e-01, 0.00000000e+00, 3.02478932e+00, 1.25000000e+00, 0.00000000e+00, -1.82962907e+00, 5.08911470e-01, 4.53406516e-01, 3.58464746e+00, 0.00000000e+00, 10.0000000000, 3.8094119259, 0.5778808167
         363, 1.69383917e-01, 5.58256963e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.81016642e-02, 5.21173206e-02, 1.70561440e-01, 0.00000000e+00, 3.03415683e+00, 1.25000000e+00, 0.00000000e+00, -1.83529635e+00, 5.08047857e-01, 4.46866392e-01, 3.57994471e+00, 0.00000000e+00, 10.0000000000, 3.8337537067, 0.5795909167
         364, 1.69530001e-01, 5.57000723e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.81447332e-02, 5.19885397e-02, 1.70704748e-01, 0.00000000e+00, 3.04362263e+00, 1.25000000e+00, 0.00000000e+00, -1.84109982e+00, 5.07002197e-01, 4.40088120e-01, 3.57510113e+00, 0.00000000e+00, 10.0000000000, 3.8588495817, 0.5813030000
         365, 1.69678460e-01, 5.55741331e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.81882756e-02, 5.18593919e-02, 1.70850425e-01, 0.00000000e+00, 3.05319131e+00, 1.25000000e+00, 0.00000000e+00, -1.84704079e+00, 5.05771140e-01, 4.33066705e-01, 3.57011361e+00, 0.00000000e+00, 10.0000000000, 3.8847187600, 0.5830196167
         366, 1.69829407e-01, 5.54478459e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.82323175e-02, 5.17298419e-02, 1.70998580e-01, 0.00000000e+00, 3.06286752e+00, 1.25000000e+00, 0.00000000e+00, -1.85312043e+00, 5.04351271e-01, 4.25797082e-01, 3.56497907e+00, 0.00000000e+00, 10.0000000000, 3.9113805383, 0.5847581000
         367, 1.69982949e-01, 5.53211785e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.82768867e-02, 5.15998551e-02, 1.71149323e-01, 0.00000000e+00, 3.07265597e+00, 1.25000000e+00, 0.00000000e+00, -1.85933977e+00, 5.02739102e-01, 4.18274099e-01, 3.55969448e+00, 0.00000000e+00, 10.0000000000, 3.9388540671, 0.5864752667
         368, 1.70139201e-01, 5.51940993e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.83220123e-02, 5.14693975e-02, 1.71302765e-01, 0.00000000e+00, 3.08256141e+00, 1.25000000e+00, 0.00000000e+00, -1.86569963e+00, 5.00931066e-01, 4.10492546e-01, 3.55425682e+00, 0.00000000e+00, 10.0000000000, 3.9671585531, 0.5881806000
         369, 1.70298273e-01, 5.50665778e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.83677242e-02, 5.13384362e-02, 1.71459018e-01, 0.00000000e+00, 3.09258864e+00, 1.25000000e+00, 0.00000000e+00, -1.87220054e+00, 4.98923505e-01, 4.02447180e-01, 3.54866323e+00, 0.00000000e+00, 10.0000000000, 3.9963129590, 0.5899225333
         370, 1.70460277e-01, 5.49385844e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.84140530e-02, 5.12069392e-02, 1.71618191e-01, 0.00000000e+00, 3.10274243e+00, 1.25000000e+00, 0.00000000e+00, -1.87884257e+00, 4.96712673e-01, 3.94132738e-01, 3.54291104e+00, 0.00000000e+00, 10.0000000000, 4.0263353589, 0.5916301667
         371, 1.70625321e-01, 5.48100906e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.84610293e-02, 5.10748755e-02, 1.71780392e-01, 0.00000000e+00, 3.11302753e+00, 1.25000000e+00, 0.00000000e+00, -1.88562580e+00, 4.94294724e-01, 3.85543950e-01, 3.53699750e+00, 0.00000000e+00, 10.0000000000, 4.0572424269, 0.5933332333
         372, 1.70793511e-01, 5.46810693e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.85086832e-02, 5.09422159e-02, 1.71945728e-01, 0.00000000e+00, 3.12344863e+00, 1.25000000e+00, 0.00000000e+00, -1.89254952e+00, 4.91665693e-01, 3.76675623e-01, 3.53092029e+00, 0.00000000e+00, 10.0000000000, 4.0890514543, 0.5950623500
         373, 1.70964948e-01, 5.45514948e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.85570442e-02, 5.08089323e-02, 1.72114298e-01, 0.00000000e+00, 3.13401034e+00, 1.25000000e+00, 0.00000000e+00, -1.89961285e+00, 4.88821508e-01, 3.67522656e-01, 3.52467710e+00, 0.00000000e+00, 10.0000000000, 4.1217764696, 0.5967723333
         374, 1.71139730e-01, 5.44213430e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.86061405e-02, 5.06749986e-02, 1.72286199e-01, 0.00000000e+00, 3.14471714e+00, 1.25000000e+00, 0.00000000e+00, -1.90681578e+00, 4.85757984e-01, 3.58080037e-01, 3.51826495e+00, 0.00000000e+00, 10.0000000000, 4.1554312478, 0.5984833500
         375, 1.71317946e-01, 5.42905914e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.86559986e-02, 5.05403904e-02, 1.72461520e-01, 0.00000000e+00, 3.15557341e+00, 1.25000000e+00, 0.00000000e+00, -1.91415520e+00, 4.82470785e-01, 3.48343078e-01, 3.51168282e+00, 0.00000000e+00, 10.0000000000, 4.1900341486, 0.6001966667
         376, 1.71499680e-01, 5.41592196e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.87066426e-02, 5.04050854e-02, 1.72640345e-01, 0.00000000e+00, 3.16658329e+00, 1.25000000e+00, 0.00000000e+00, -1.92162858e+00, 4.78955471e-01, 3.38307358e-01, 3.50492921e+00, 0.00000000e+00, 10.0000000000, 4.2255892218, 0.6019158167
         377, 1.71685004e-01, 5.40272092e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.87580936e-02, 5.02690636e-02, 1.72822745e-01, 0.00000000e+00, 3.17775073e+00, 1.25000000e+00, 0.00000000e+00, -1.92923451e+00, 4.75207474e-01, 3.27968791e-01, 3.49800177e+00, 0.00000000e+00, 10.0000000000, 4.2621032412, 0.6036348833
         378, 1.71873983e-01, 5.38945439e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.88103694e-02, 5.01323073e-02, 1.73008785e-01, 0.00000000e+00, 3.18907947e+00, 1.25000000e+00, 0.00000000e+00, -1.93696775e+00, 4.71222051e-01, 3.17323952e-01, 3.49090059e+00, 0.00000000e+00, 10.0000000000, 4.2995888588, 0.6053383000
         379, 1.72066672e-01, 5.37612099e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.88634842e-02, 4.99948015e-02, 1.73198520e-01, 0.00000000e+00, 3.20057291e+00, 1.25000000e+00, 0.00000000e+00, -1.94482395e+00, 4.66994356e-01, 3.06370072e-01, 3.48362512e+00, 0.00000000e+00, 11.0000000000, 4.3380399708, 0.6071533500
         380, 1.72263115e-01, 5.36271963e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.89174481e-02, 4.98565344e-02, 1.73391992e-01, 0.00000000e+00, 3.21223421e+00, 1.25000000e+00, 0.00000000e+00, -1.95279774e+00, 4.62519382e-01, 2.95105154e-01, 3.47617537e+00, 0.00000000e+00, 11.0000000000, 4.3774546149, 0.6089609500
         381, 1.72463343e-01, 5.34924952e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.89722675e-02, 4.97174974e-02, 1.73589235e-01, 0.00000000e+00, 3.22406616e+00, 1.25000000e+00, 0.00000000e+00, -1.96088291e+00, 4.57791993e-01, 2.83528300e-01, 3.46855188e+00, 0.00000000e+00, 11.0000000000, 4.4178253655, 0.6107680500
         382, 1.72667381e-01, 5.33571020e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.90279443e-02, 4.95776854e-02, 1.73790269e-01, 0.00000000e+00, 3.23607119e+00, 1.25000000e+00, 0.00000000e+00, -1.96907231e+00, 4.52806910e-01, 2.71639914e-01, 3.46075576e+00, 0.00000000e+00, 11.0000000000, 4.4591402357, 0.6125892000
         383, 1.72875235e-01, 5.32210156e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.90844757e-02, 4.94370971e-02, 1.73995106e-01, 0.00000000e+00, 3.24825133e+00, 1.25000000e+00, 0.00000000e+00, -1.97735769e+00, 4.47558714e-01, 2.59441987e-01, 3.45278885e+00, 0.00000000e+00, 11.0000000000, 4.5013815854, 0.6143919333
         384, 1.73086903e-01, 5.30842388e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.91418541e-02, 4.92957353e-02, 1.74203739e-01, 0.00000000e+00, 3.26060817e+00, 1.25000000e+00, 0.00000000e+00, -1.98572969e+00, 4.42041858e-01, 2.46938444e-01, 3.44465374e+00, 0.00000000e+00, 11.0000000000, 4.5445252458, 0.6161927500
         385, 1.73302365e-01, 5.29467782e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.92000658e-02, 4.91536072e-02, 1.74416152e-01, 0.00000000e+00, 3.27314279e+00, 1.25000000e+00, 0.00000000e+00, -1.99417773e+00, 4.36250671e-01, 2.34135535e-01, 3.43635391e+00, 0.00000000e+00, 11.0000000000, 4.5885399834, 0.6180130000
         386, 1.73521588e-01, 5.28086445e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.92590909e-02, 4.90107240e-02, 1.74632309e-01, 0.00000000e+00, 3.28585574e+00, 1.25000000e+00, 0.00000000e+00, -2.00268997e+00, 4.30179371e-01, 2.21042287e-01, 3.42789380e+00, 0.00000000e+00, 11.0000000000, 4.6333866073, 0.6198253833
         387, 1.73744522e-01, 5.26698530e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.93189032e-02, 4.88671022e-02, 1.74852162e-01, 0.00000000e+00, 3.29874705e+00, 1.25000000e+00, 0.00000000e+00, -2.01125349e+00, 4.23822076e-01, 2.07670963e-01, 3.41927874e+00, 0.00000000e+00, 11.0000000000, 4.6790173734, 0.6216540500
         388, 1.73971106e-01, 5.25304237e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.93794710e-02, 4.87227632e-02, 1.75075651e-01, 0.00000000e+00, 3.31181616e+00, 1.25000000e+00, 0.00000000e+00, -2.01985368e+00, 4.17172824e-01, 1.94037780e-01, 3.41051548e+00, 0.00000000e+00, 11.0000000000, 4.7253765318, 0.6234846833
         389, 1.74201265e-01, 5.23903822e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.94407572e-02, 4.85777342e-02, 1.75302700e-01, 0.00000000e+00, 3.32506193e+00, 1.25000000e+00, 0.00000000e+00, -2.02847470e+00, 4.10225589e-01, 1.80163464e-01, 3.40161194e+00, 0.00000000e+00, 11.0000000000, 4.7723964482, 0.6252920500
         390, 1.74434909e-01, 5.22497593e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.95027177e-02, 4.84320478e-02, 1.75533220e-01, 0.00000000e+00, 3.33848253e+00, 1.25000000e+00, 0.00000000e+00, -2.03709939e+00, 4.02974313e-01, 1.66073992e-01, 3.39257738e+00, 0.00000000e+00, 11.0000000000, 4.8199998410, 0.6271116500
         391, 1.74671935e-01, 5.21085917e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.95653043e-02, 4.82857431e-02, 1.75767111e-01, 0.00000000e+00, 3.35207553e+00, 1.25000000e+00, 0.00000000e+00, -2.04570864e+00, 3.95412937e-01, 1.51801467e-01, 3.38342295e+00, 0.00000000e+00, 11.0000000000, 4.8680986244, 0.6289166500
         392, 1.74912233e-01, 5.19669225e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.96284640e-02, 4.81388656e-02, 1.76004261e-01, 0.00000000e+00, 3.36583781e+00, 1.25000000e+00, 0.00000000e+00, -2.05428322e+00, 3.87535423e-01, 1.37384702e-01, 3.37416066e+00, 0.00000000e+00, 11.0000000000, 4.9165900375, 0.6307236167
         393, 1.75155679e-01, 5.18248012e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.96921396e-02, 4.79914673e-02, 1.76244549e-01, 0.00000000e+00, 3.37976558e+00, 1.25000000e+00, 0.00000000e+00, -2.06280324e+00, 3.79335823e-01, 1.22870240e-01, 3.36480379e+00, 0.00000000e+00, 11.0000000000, 4.9653661986, 0.6325273167
