0	0
0.0505051	0
0.10101	0
0.151515	0
0.20202	0
0.252525	0
0.30303	0
0.353535	0
0.40404	0
0.454545	0
0.505051	0
0.555556	0
0.606061	0
0.656566	0
0.707071	0
0.757576	-5.66684e-28
0.808081	6.36575e-26
0.858586	-3.30528e-24
0.909091	1.04538e-22
0.959596	-2.22793e-21
1.0101	3.32434e-20
1.06061	-3.4504e-19
1.11111	2.29761e-18
1.16162	-6.28933e-18
1.21212	-4.4342e-17
1.26263	5.51546e-16
1.31313	-1.88936e-15
1.36364	-6.49628e-15
1.41414	7.92159e-14
1.46465	-1.45023e-13
1.51515	-1.26297e-12
1.56566	6.38221e-12
1.61616	8.20508e-12
1.66667	-1.22942e-10
1.71717	7.06659e-11
1.76768	1.654e-09
1.81818	-2.60357e-09
1.86869	-1.80379e-08
1.91919	3.86414e-08
1.9697	1.74707e-07
2.0202	-3.90874e-07
2.07071	-1.57747e-06
2.12121	2.84543e-06
2.17172	1.31368e-05
2.22222	-1.29931e-05
2.27273	-9.45717e-05
2.32323	2.1998e-06
2.37374	0.000529612
2.42424	0.000541423
2.47475	-0.00188812
2.52525	-0.00473747
2.57576	0.00113871
2.62626	0.0190608
2.67677	0.0256428
2.72727	-0.0164818
2.77778	-0.100049
2.82828	-0.13971
2.87879	-0.0353188
2.92929	0.222832
2.9798	0.535701
3.0303	0.786117
3.08081	0.926919
3.13131	0.982564
3.18182	0.997395
3.23232	0.999832
3.28283	1.00009
3.33333	0.999998
3.38384	0.99947
3.43434	0.999459
3.48485	1.00189
3.53535	1.00474
3.58586	0.998861
3.63636	0.980939
3.68687	0.974357
3.73737	1.01648
3.78788	1.10005
3.83838	1.13971
3.88889	1.03532
3.93939	0.777168
3.9899	0.464299
4.0404	0.213883
4.09091	0.0730822
4.14141	0.017433
4.19192	0.0025916
4.24242	0.000180809
4.29293	0
4.34343	0
4.39394	0
4.44444	0
4.49495	0
4.54545	0
4.59596	0
4.64646	0
4.69697	0
4.74747	0
4.79798	0
4.84848	0
4.89899	0
4.94949	0
5	0
